65975	2408	14
10715	10813,58762,10813	14,2,14
10716	53846	2
74704	35445	2
10718	28078,40561,73052,20703,7770,33208,59198,41124,16973,65211	23,23,23,23,23,23,23,23,23,23
76256	77231	2
10722	19907	2
10723	18678	2
76261	10615	2
10727	77753,64358,26228,77753,64358	2,0,14,2,0
76264	41304,62687,41304	14,2,14
10729	57182	2
76266	63978,20373	23,23
78247	60215	2
76268	10642	14
10733	8517	23
10734	34876	2
10735	60392	2
78248	41738	2
76275	76851	2
10740	77571,66245,26739,77571,66245	0,2,14,0,2
10741	36516,29700,36227,36516,29700	14,2,2,14,2
76278	78549	14
10743	2733	7
10744	31741	2
76281	30261,40609,53258,5015,33103,61558,12628	23,23,23,23,23,23,23
10746	25626	14
10747	6776	2
76284	28994,59501,20230,32335,7695	23,23,23,23,23
76285	68977,71542,22743,24850,1104,9634,18771	1,1,1,1,1,1,1
10750	54271,60917,54271	14,2,14
10751	26810,75066,75346	23,23,23
10752	78264	2
76289	1965,74440,1965	2,14,2
10754	44733,68628,49497,29583,44733,68628,49497	12,1,1,1,12,1,1
10756	2400,7710,18985,25615,36511	23,23,23,23,23
76293	63335,72651,63335	2,14,2
76294	48168	2
10759	5543	2
76297	22949	2
10762	7081	2
10763	70632,3486,38083,21146,16791,59705	23,23,23,23,23,23
76300	1593,47368,1593	14,2,14
76301	28899	2
10767	33055	2
76304	33344	14
10769	76764,55392,44950	23,23,23
10770	19293	2
10771	1691	14
10773	77468	2
76310	40811,48150,73368,16591,39993	23,23,23,23,23
10775	58995	2
10777	72724	2
10778	67655,12082,67655	14,2,14
76315	24258,40558,8739,25817,64070	23,23,23,23,23
76318	39867	2
76319	57883	2
10784	51821,78256,40267,51821,78256	14,2,7,14,2
65539	62027	14
76322	24283	2
76323	70588	2
76324	26512,74019,26512	2,14,2
76325	9798,37351,33838,11238,27926	23,23,23,23,23
76326	2374	2
10791	54846	2
10793	59377	14
76330	40959	2
76331	69722	2
10797	12366	2
10798	10807	2
76335	45821,11566,45821	14,2,14
76336	13045,26228,13045	2,14,2
76337	53366	23
76338	18776	2
76340	58043,60225,58043	14,2,14
76341	33188	2
10807	2211,75144,28426,28723,44161,46942,40470,34662,24789	23,23,23,23,23,23,23,23,23
10808	24825	2
67285	54271	14
76349	29120	2
76350	52271,18025,52271	2,14,2
10815	61740,2432,70480	23,23,23
76352	49208,32880	14,0
360	50267	2
10818	54060	2
76356	74815,71930,20830,50331,51774,35011,26467	23,23,23,23,23,23,23
10821	39113	2
76358	31428,2966,78882,31428,2966	7,2,14,7,2
10823	74309,57484	23,23
76360	15649,5392,30593,31014,41240	23,23,23,23,23
76361	73804,52612,73804	2,14,2
76362	20069,6090,8424	23,23,23
10827	13469	2
76364	21096	23
76365	24479,51960	23,23
10830	45199,6531,51524	23,23,23
76367	10046	2
76368	73674,58043,73674	2,14,2
76371	47255,51857,24925	23,23,23
76373	65131	2
10838	40267,78882,53913,40267,78882	7,14,2,7,14
76376	73535,18635,29392,9422,13282,69784,72078,4308,69278	23,23,23,23,23,23,23,23,23
76377	54271,32802,54271	14,2,14
10842	30158,18821,1061,46305,35326,49790,10549,75855	23,23,23,23,23,23,23,23
10843	57017	23
8801	11503	14
10845	70732,65230,6426,77890,41436,10249,57500	23,23,23,23,23,23,23
10846	28266,48424,28266	14,2,14
23653	69056,7300,69056	14,2,14
10848	34505	2
76385	3565	2
76386	10451	2
78267	77201	2
10853	4911	2
76391	24249	2
10856	7880	2
78268	8509,76120,48548,8509,76120	2,14,2,2,14
76394	75499,69246	23,23
10859	61542	2
76396	63282	2
10861	25693,54033	2,14
10862	43469,117,21945,60444,31963	23,23,23,23,23
76399	8919,53440,8919	2,14,2
10864	11190	2
10865	15141,54021	14,0
10867	27510,31428,18721,27510,31428	14,7,2,14,7
10868	35640	23
10869	76757,25193	2,7
76408	32058	2
76409	21961,21338,60528	23,23,23
76410	48053	2
78271	67763,60550,54736	23,23,23
10877	24063	2
76414	21019	2
10879	65330	23
10880	30894,21252,7323	2,7,14
74559	32201	2
76418	12671	14
76419	40267,38764	7,2
76420	11829	14
1814	57182	2
76422	78700	2
10887	22247	2
10889	47377	2
10890	55145,8359,55145	14,2,14
10891	33543	2
76428	61179,68875,61179	2,2,2
12738	3410	2
76430	77753	2
76432	26571,27094,26571	14,2,14
10897	74947,66553,72459,11668	23,23,23,23
76434	49324,70388,6871,32659,11934,15412,59786	23,23,23,23,23,23,23
10899	47721	2
76436	38187,61423,43882	23,23,23
10901	29344,32733,60326	23,23,23
76438	22856,30223	23,23
76439	59697,3586,59697	2,2,2
10904	75132	2
10905	40394	2
76442	4205	2
10907	72014	2
76444	15610	2
10911	53755,4337,9556,77760,68140,42572,72969	23,23,23,23,23,23,23
74560	38395	2
10913	26571	14
76450	47753,11908,71182,67092,8365,25921,19730,46131,61406	23,23,23,23,23,23,23,23,23
67355	54379,35250,58338,8948,66890,24540,59076	23,23,23,23,23,23,23
76452	74440	14
10917	47421	2
10918	39229	2
10920	1609,26362	23,23
10921	30641	2
76458	74329,32394,74329	2,14,2
76461	21004	2
76462	7805,35604,7805	14,2,14
10927	36125	2
10928	73843,42157,15186,73843,42157	2,0,14,2,0
76465	52833	2
76467	5560	2
76468	54674,13695,54674	14,2,14
76470	47263,18610,28060,78186,41049	23,23,23,23,23
10935	74343,73955,74343	14,2,14
76472	25150	2
10937	18482,73911,69693,55450	23,23,23,23
10938	77979	2
10939	27560,33760,27560	7,2,7
10940	21701,66823,55309	23,23,23
76477	35992	23
10942	39126	2
76479	46436	23
76480	21758	23
10945	38878	2
10947	27307	2
10948	48644,26228,48644	2,14,2
10950	18208	23
10951	23625,78882,23625	2,14,2
10953	19061	2
10955	35604,23915,43156,35604,23915	2,0,14,2,0
3506	38834	2
67362	46972	2
10958	59697	2
10959	17744	2
76496	57872,25698,38343,42209	23,23,23,23
10961	73238	14
10963	5809	2
10964	1790,7887,1790	2,2,2
76502	53799,49381,67111,19243,5511,52850,24327,41998,33570,17988	23,23,23,23,23,23,23,23,23,23
10968	19880	2
10969	30912,50752,59384,47899	23,23,23,23
10970	71963	1
10971	71938,74398,14523,5474,18182,63279,57473	23,23,23,23,23,23,23
76508	3273,32530,3273	2,14,2
10973	34271,68173,34271	14,2,14
10974	26578	2
76511	28967	23
10976	3417	2
10977	77393	2
10978	7933,10554,2388,7881	23,23,23,23
76516	68565	2
1830	44291	2
76518	67756,63518,74454,67756,63518	14,0,2,14,0
10983	70021	2
76520	44309,72415,44309	14,2,14
10986	16293,49208,16293	2,14,2
76523	72326,77505,18278,40267	14,2,0,7
10989	34978,32400	14,2
76526	57807,26785,5839,45107,32512,25084,32480	1,1,1,1,12,1,1
10991	71740,62938,74717,29463	23,23,23,23
76528	74329,44309,74329	2,14,2
76529	3984	2
10994	69295	2
10995	8955	23
10996	54765	2
10997	318,15837,27798,66971,67740	23,23,23,23,23
10998	4025,36558	7,2
10999	36201,33508,72111,171	23,23,23,23
11000	50901	2
76537	27019,24190,60346,67962,33627,78217,31951,75695,46221	23,23,23,23,23,23,23,23,23
11002	74811	2
76539	9873,38906,75555	23,23,23
76540	47426,9491,47426	14,2,14
76541	33825	2
11006	65078	2
11007	1542,26501,1542	2,14,2
76544	578	2
11009	64936	2
11106	74986	2
11011	72811	2
76548	46023,21003,46023	2,2,2
11013	44445	2
76551	58359,971	23,23
76552	19565,15062,19565	14,2,14
11018	17605	14
11019	39044	2
11020	63559	23
76557	36516,17316,36516	14,2,14
11022	35894	2
11023	23613,37889,17523,37226,32975,26078,22437,72231	23,23,23,23,23,23,23,23
11024	66903,36347,41856,10374,47316,2260	23,23,23,23,23,23
11025	49208	14
11026	60432	2
76563	48550,21607,48550	2,14,2
76564	29963	2
11029	55766	2
76567	13469,33113	2,2
76568	31428,17461,69243,31428,17461	7,14,2,7,14
76569	50858	2
76570	27327,18050	14,2
76571	58762	2
11037	15496	2
76575	2270	2
76577	55756	2
11042	59477,73256,59477	2,14,2
11043	72464,48024,69310,72464,48024	2,7,14,2,7
76580	4883,19013,23724,47927	23,23,23,23
76581	64427	2
78929	42925	2
11047	59098	14
11048	37943,52957	0,2
11050	20587,54033,20587	2,14,2
11051	68217	2
76588	28544,32083	23,23
76589	52452	2
11054	66236	2
11056	60933	2
76593	71811	2
11058	58967,48024,58967	2,7,2
11059	56344	14
76596	16078	2
76597	3410	2
76598	28237,45377,28237	2,14,2
11063	54060	2
76601	47458,5832,29235,73161,75576,48118,22864,21740,11440,54981	23,23,23,23,23,23,23,23,23,23
11066	31048	23
76603	39563	2
11068	16028,68029,19704,74792	23,23,23,23
76605	17158,34279	23,23
11070	71398	23
11071	49632	14
76608	72980,45669	23,23
11074	73229,13301,5802,41438,62108,23396	23,23,23,23,23,23
76611	69310	14
76612	44309,44855,44309	14,2,14
76613	54033,70174	14,0
76614	76749,26501,76749	2,14,2
76616	27510,58156,73843,27510,58156	14,0,2,14,0
76617	31428,27699	7,2
76619	36133	14
11084	41646,13016,2247,41646,13016	2,14,7,2,14
11087	57365,27287	23,23
76624	44309	14
11091	44855,49737,44855	2,14,2
76628	3331	14
11093	57016	2
11094	62601	23
11095	385	2
76632	40107,23889,77533,58889,27266,76347	23,23,23,23,23,23
11100	2705,18173,56753,4950,67848	23,23,23,23,23
76637	50049,57675,64	23,23,23
11102	64366	2
76639	36410,68735,15406,61007,2535,29279,35033,13844,73833,65575	23,23,23,23,23,23,23,23,23,23
76640	65787	2
76642	4247,66808,4247	14,2,14
76644	66722,25183,66722	14,2,14
11109	26651	2
76648	77139	2
11113	32162,46097,32162	14,2,14
76650	55808,8020,55808	14,2,14
11115	12693	2
76652	35936,74440,35936	2,14,2
76653	67085	2
11118	54060	2
76655	9668,48366,9668	7,2,7
11120	44309,1822,44309	14,2,14
11121	32320,27510,32320	2,14,2
76659	48024,11163,30538,48024,11163	7,14,2,7,14
11124	48024,8751,30538,48024,8751	7,14,2,7,14
76661	23712	2
76663	2251,66554,2251	2,14,2
76665	68727,52155,68727	14,2,14
11130	32109	2
76667	31244,47643,9078,15036,52742,45843	23,23,23,23,23,23
76668	62536,77505	0,2
11133	18496,42318,18676,18496,42318	14,0,2,14,0
76670	67388	2
11136	166	2
11138	53626,67076,53626	2,14,2
11139	45673,32494,28580,24436	23,23,23,23
11140	62520	23
11141	27221,15991,27221	2,14,2
76678	76680	2
76680	38991,76678,46793,74237,15818,37233,27271,63288	23,23,23,23,23,23,23,23
78316	74756,38702	23,23
76683	17461,33325,17461	14,2,14
11148	16938,43059,75638,15796,3974	23,23,23,23,23
76685	46456	2
76686	58576	2
76687	31326,49208,31326	2,14,2
76688	50661	2
11153	43566,13926,54266,29070,76844,8048	23,23,23,23,23,23
76690	68568	2
76691	68312,72918,68312	2,2,2
11156	12753	2
76693	13173	14
69906	8954	2
1860	21902	23
76699	60917	2
11164	69722	2
76701	30647	2
11166	3944,59068,73289	23,23,23
76703	12778	2
76704	20333	2
11169	37596,21104,55830	23,23,23
76706	26228,58954,26228	14,2,14
11172	71278	2
11173	27560,55839	7,2
76711	78048	2
11177	20795	2
11178	27560,11503,28663,27560,11503	7,14,2,7,14
11179	56203	2
76716	14368,50970,61616,43279,46673,5517	23,23,23,23,23,23
76717	9699	2
11182	45105	2
11183	64176	2
76720	69463,57878,69463	2,2,2
76721	14024	2
11186	7488	2
76724	41348,52948,41348	14,2,14
76725	12853	2
11190	10864,39129,61014,75998	23,23,23,23
11191	7362	2
11192	35515,41713,35515	14,2,14
11193	77393	2
11194	74520	2
76731	74862,62050,13333,74862,62050	7,2,14,7,2
76733	31	2
76734	79026,50981,75156,62466,8886,63008,37993,71319,30108	23,23,23,23,23,23,23,23,23
11200	3505,12082,3505	14,2,14
76738	4956	2
76739	56347,17987,59327,41204	23,23,23,23
76740	70834,52588,70834	2,14,2
11205	1691,76284,1691	14,2,14
11206	31738	2
76743	39328	23
76744	17098	2
11209	5646	2
12791	2862	2
11212	18942,27501,15866	23,23,23
76749	5558,52787,64312,25716,76614,60547,22801,11455,28589,12026	23,23,23,23,23,23,23,23,23,23
76750	38712	2
11216	1869	2
11217	26131	2
11218	2733,47537,49208,2733,47537	7,2,14,7,2
56483	37705	2
76757	6721,26221,29370,51974,32958,10869,77358,79089,14406,23615	23,23,23,23,23,23,23,23,23,23
76758	58772,78465,39475,56740,41039,40312,2637	23,23,23,23,23,23,23
76759	28301	2
11224	28519,27560	2,7
76761	41841	2
76763	23668	2
76764	2951,10769,2951	14,2,14
78330	11805	2
76767	57625,74915,27317	23,23,23
76768	11503,10293,11503	14,2,14
76769	50661,27560,36930,50661,27560	2,7,14,2,7
11234	35670,47966,46105,39555,45501	23,23,23,23,23
76773	56637	2
76774	25640	2
11239	23093,55813,23093	2,14,2
11240	70261,60758,50216	23,23,23
76777	53106	2
76778	12397,54033,12397	2,14,2
23719	59377	14
11244	41820	14
76781	57716	2
11247	3854,31428,66408,3854,31428	2,7,14,2,7
76784	36252	2
76785	48004	2
11250	4267,2247,4267	2,7,2
76787	68324	2
76788	68004	23
11254	17970	2
11258	56128	2
76795	67938	2
11260	5501	2
11261	67692	2
76798	27560,64234,54271,27560,64234	7,2,14,7,2
34645	17461	14
76800	19825	2
76801	57459,73256,57459	2,14,2
11266	77678,54271,77678	2,14,2
11267	67210	14
76804	26228,42146,26228	14,2,14
11269	13173	14
11270	77544	2
76807	49569,3498,17166,18459,59456,19218,44008,39007	23,23,23,23,23,23,23,23
76809	31845,7516	2,0
11274	44309,50661,44309	14,2,14
11275	17376,72326	2,14
11276	63618	23
76813	62712	23
76814	43922,52082,57093	23,23,23
11279	73989	2
11280	14596	23
11281	56307	7
76818	53626,63714,53626	2,14,2
75957	6213	2
76820	2694	14
11286	62702,73715,23714,7771,72774,64489	23,23,23,23,23,23
76823	75176	23
11289	50326	2
11290	55577	2
11291	59079,27418,5226,40610,27135,34919,21692,15943,14862,64810	23,23,23,23,23,23,23,23,23,23
76828	77264	2
76829	14580,59697	14,2
11294	69199	2
76831	17362	2
76834	16392,27510,16392	2,14,2
11299	44309,75568,44309	14,2,14
11300	4720	2
76837	68675	2
74573	54060	2
76839	67044	2
76840	55541,2733	2,7
76841	59119	2
76843	27765	2
11308	28414,15952,77821	23,23,23
76845	70696	2
76846	64080,49208,64080	2,14,2
76847	30964	2
11312	62671,6432,11187	23,23,23
76851	59137,76275	23,23
76852	40130	2
11317	19011,71969,1701,4458,57608,44028,46919,47042,61875	23,23,23,23,23,23,23,23,23
11318	39563,17799,62589	2,14,0
76855	19932	2
11321	14706	2
76859	44823	2
11324	70736	2
68027	48095	2
76862	77492,25074,27496	23,23,23
11327	41290	2
76864	46915	2
1888	23141	2
76867	66245,55432,66245	2,14,2
76868	35940,41005,11563,10929,54649,74089,55601,68518,73788,3272	23,23,23,23,23,23,23,23,23,23
76869	4567	2
11334	50416	2
11337	3410,17955,3410	2,14,2
76875	72908	2
11340	20656	2
11341	12853	2
76878	70621,62109,26651,70621,62109	14,0,2,14,0
76879	45988	2
76880	70621	14
76881	67787,17461,67787	2,14,2
76882	45377	14
76884	74440,64080,74440	14,2,14
11352	61959	2
76889	12784,38446,12784	14,2,14
76890	71455	2
12296	59752,10537,46427,11879,36594,7631,23978,7589,64407,7714	23,23,23,23,23,23,23,23,23,23
76892	41348,63531,41348	14,2,14
76893	29786,66418,54419,51693	23,23,23,23
11358	74401,46069,801,40656,41429,10011,77170,28212,35292	23,23,23,23,23,23,23,23,11
1893	18659	2
11360	13425	2
76897	56521	2
76898	57348	2
76899	72417	2
6925	13571	2
76901	71462,73591	1,1
11366	40267,14655,36516,40267,14655	7,2,14,7,2
11367	54033,71364,54033	14,2,14
76904	24698,14457,72369,35277	23,23,23,23
76906	75284	23
11371	77774	2
11372	2733	7
78354	59791	2
69471	16519	2
11375	38181,4438,31204	23,23,23
76912	27560	7
11377	77537,34615,30345,39324,27077,1203	23,23,23,23,23,23
11379	4483,60535,23149,1,61115,9975,61951,2500	23,23,23,23,23,23,23,23
76916	23659,5545,33453	23,23,23
76917	48740	2
11384	66747,49673	23,23
76921	55145	14
78651	60310	14
11387	44309,75343,45988,44309,75343	14,7,2,14,7
76924	52712	2
76926	67437,9979,67437	14,2,14
76927	61633,3098	2,14
76928	24026,56281,24026	14,2,14
11394	66754	2
11395	19907	2
11396	74268,66456,74268	14,2,14
76933	74349,4342,74349	14,2,14
76934	76496	2
11399	77659,47695,77659	14,2,14
76936	27022,13469	2,2
76937	61495	2
11403	24117	2
76940	52681	2
76942	5981,14503,5981	2,14,2
76943	52376	2
11408	58832,23448,22086	23,23,23
11409	35240,37765	23,23
11410	12621,69236,15589	23,23,23
11411	30483,31090,40779,7791,78920,2183,28419,44163,46189	23,23,23,23,23,23,23,23,23
76949	32785,33344,22896,32785,33344	2,14,2,2,14
11415	20359	2
76952	39908	2
11417	39708	23
76954	66587	2
11419	53508,36516,53508	2,14,2
76956	30690,48024	2,7
76957	62445	2
76958	6530	2
1904	18261	2
76962	12706,49135,20870,57526	23,23,23,23
76963	66464	2
11429	31241,70016,67032,36396,11943,16846,15920,76682,19762,25328	23,23,23,23,23,23,23,23,23,23
72395	58967	2
76967	53843,47467,53843	14,2,14
11433	62674	2
76970	32802	2
11435	36516	14
11436	35224	2
76977	30932	2
11442	25355	2
11443	33971	23
76980	31428,46680,31428	7,2,7
11445	66926	2
76982	31428,18091,48663,31428,18091	7,2,14,7,2
11447	5641,2951,5641	2,14,2
76984	49208	14
76985	12366,25739,12366	2,14,2
76987	78969	2
11452	49208,62737,49208	14,2,14
11453	38953	23
76990	27560	7
11455	76749	2
11456	25075	2
76993	59391,25193	2,7
11458	20162	2
11459	30062,40267,13173,30062,40267	2,7,14,2,7
11460	4563,70423,4563	14,2,14
11461	74123,45773,48768,5616,52941	23,23,23,23,23
78637	66463	2
12833	66564,32320,66564	14,2,14
11464	75814	2
77001	54033,20135,54033	14,2,14
11466	56228	23
67447	31999	2
77004	27765	2
11469	46114,20279,11368,64447	23,23,23,23
77007	19471,40027	23,23
77008	14363	2
11473	52588,64746,52588	14,2,14
11474	31428,8478,75538,31428,8478	7,14,2,7,14
77011	30380	2
77012	14088,72984,16966	23,23,23
77013	49632	14
77015	15579,54740,70345	23,23,23
11480	6831,4884,10638,18868,11035,27116,11715,6740	23,23,23,23,23,23,23,23
77017	26501,52302,26501	14,2,14
77018	40070	2
11483	8830,21267,8830	2,14,2
11484	22351,60033,22351	2,2,2
77021	51135	2
77022	33760	2
11487	39033,64725,11085	23,23,23
11488	5465,73181,31188,55965,23342	23,23,23,23,23
11489	17461	14
11491	16108,22174,46015,66732,73165,78013,31570,36336	23,23,23,23,23,23,23,23
11492	11503,47061,11503	14,2,14
11493	72382,69056,72382	2,14,2
11496	13585	2
11497	71448	23
11498	74217	2
77036	74440,66123,74440	14,2,14
77037	71563,18600,79000,59427,11079,74953,23897	23,23,23,23,23,23,23
77038	45598,33113,13469,45598,33113	2,2,2,2,2
77039	52924,11040,52924	2,2,2
11504	23514,60687,23514	2,2,2
77042	41100,34271,41100	2,14,2
77043	73989,15186,73989	2,14,2
77044	9067	2
77046	70387,26228,70387	2,14,2
77047	61020	2
11512	26228,67683,26228	14,2,14
77049	31891,10975,39169,51242,42448	23,23,23,23,23
11514	12823,54271,12823	2,14,2
11515	5217,47078,8805	23,23,23
11516	29814	2
77053	60203	2
11518	19343,19733,19343	2,2,2
77055	38321,7922,38321	14,2,14
77056	77874,33911,41956,29669,31273,38023,77808,29411,37305,459	23,23,23,23,23,23,23,23,23,23
11521	1691,10840,1691	14,2,14
11522	66712	2
11523	9040,1176,52395,9844,19418,35797,13993	23,23,23,23,23,23,23
11524	7090,38700,32735,39420,26403	23,23,23,23,23
11526	4624	2
77065	28914	2
77066	36369	2
11531	14835	2
11532	38912	2
77069	12403	2
77072	66664,33825,66664	14,2,14
11537	66058	2
11538	45367	2
1923	64043	2
77076	66756	2
77077	27264	2
77079	24377	2
11544	52155	2
77081	54473	2
11546	51850	2
77083	55221	2
77084	73166	2
11549	1183	2
77086	55853,24547	23,23
11551	1570	14
4749	71364	2
77089	78545,3280,78545	2,14,2
11554	14147,31428,51592,14147,31428	14,7,2,14,7
11555	72724	2
11556	29394	2
77093	498,22193,60362	23,23,23
77094	37077	14
77097	72932	2
77098	19258,15074,70113,76789,12189,48871,64525,70031,53645	23,23,23,23,23,23,23,23,23
1927	78205,71456,78205	2,14,2
11564	65435	2
11565	69347	2
11566	21348,12494,41350,75242	23,23,23,23
11567	77509,19565,77509	2,14,2
11568	45975,1712,3130	23,23,23
77105	70254,3155,70254	7,2,7
11570	79010,16782,79010	14,2,14
77107	63265	14
11572	35711,36335	2,2
11573	18881,37290,36042,44389	23,23,23,23
77110	74454,28074,37987,74454,28074,37987,74454,28074	2,0,14,2,0,14,2,0
11575	27291	2
77113	20167,35828	23,23
77114	54060	2
11579	40180,5519,37333	23,23,23
11580	38321	14
77117	29435,41348,29435	2,14,2
11584	47787,28740,47787	2,14,2
77121	16071	2
77122	39006	2
77123	15186,64755,15186	14,2,14
11588	26393,15991,26393	2,14,2
11589	65704	2
77126	53498,2961,53498	14,2,14
77127	17461,23926,17461	14,2,14
77128	47467	2
11594	21074	2
11596	1377	2
11600	23762,7854,49908	23,23,23
77137	61020	2
11602	66014,42026,66014	14,2,14
77139	76648,64585,78466	23,23,23
11604	16997,43647	23,23
11605	54920	2
39667	70310	2
77144	42939	2
77147	69651	2
11612	22896,2951,32785,22896,2951	2,14,2,2,14
12858	13749,39718,13749	2,14,2
11614	52346,44449,52280,4616	23,23,23,23
11615	16026,66245,16026	14,2,14
11616	23093,14147,23093	2,14,2
1936	76700	14
77154	72651,54807,72651	14,2,14
11298	63733,9096,63733	2,2,2
77156	72930,54033,72930	2,14,2
11621	17461,5504,17461	14,2,14
11623	20225,18935,15802,24100,73619,53353,38477,65020,58366	23,23,23,23,23,23,23,23,23
77160	77659,49785,77659	14,2,14
11625	25119	2
11626	10313	2
11628	16615	2
77165	62055,13510,42990	23,23,23
77166	31662	2
11631	8794	2
77168	34978,14447,34978	14,2,14
77169	39470	2
77170	11358	2
11635	12003,42137,19734,10622,7971,67267	23,23,23,23,23,23
77173	26066,43924,10134,50913,65972,45611,10534,65032,27467	23,23,23,23,23,23,23,23,23
77174	2662,32787,39095,63250,2662,32787,39095	1,1,12,1,1,1,12
11640	41489	2
11641	58538,26394,58538	2,14,2
11643	43934,27510,43934	2,14,2
77180	36107	2
11645	36330,64936	2,2
77183	18143	2
77184	27886	2
77185	58967	2
11651	23963,77417	1,1
11652	11933,27650	23,23
11653	66964,26176,59062,7615,59608,39189,28694,62972,6328	23,23,23,23,23,23,23,23,23
77190	56125	2
11655	12556,36429,12556	14,2,14
77193	36516,69722,48504,36516,69722	14,2,0,14,2
77194	40839,68343,10356,40839,68343	0,14,2,0,14
11659	4681	2
11660	53679	2
78402	31462,70815,1623,19589,63881,50824	23,23,23,23,23,23
74585	59545	2
77199	18436	14
11665	23442,56885,44662,458,63307,45717,68661,15225	23,23,23,23,23,23,23,23
11667	38648	23
77204	78343,41094,31428,78343,41094	14,2,7,14,2
11669	70440	2
77206	54807	2
1945	56751	14
77208	12808	2
11673	37564,75	23,23
77211	74459	2
1946	19516	2
11678	68159,5006	14,2
77215	75741	2
77216	48557	2
77217	25390	2
11682	36332	23
67483	58153,27676,21806	23,23,23
77220	12556,58538,12556	14,2,14
78406	41539	2
11686	50091	2
77223	51513	2
11688	50911,59567,50911	14,2,14
11689	59024,37442	23,23
77226	45163	2
77228	78272,66554,78272	2,14,2
11693	66026	2
77230	28528,77716,28528	14,2,14
77231	27050,27189	23,23
77232	36516	14
11698	72565	23
77236	32200,18401,53853,67051	23,23,23,23
11702	38971	2
77239	16166,62934,46536,2089,24078,62475,32396,7788,31645	23,23,23,23,23,23,23,23,23
77240	70302,31605,11599,17608,78523	23,23,23,23,23
11705	67085	2
11706	74440,77753,74440	14,2,14
77243	53520,59717,9444,20095,15221	23,23,23,23,23
11708	10002	14
11709	69056,2159,69056	14,2,14
11710	67437	14
77249	74862,66554,35936,74862,66554	7,14,2,7,14
11714	77290	2
78411	70759	2
11716	3767,14545	23,23
77253	19316,52582,19316	14,2,14
77254	30294,48024,2951,30294,48024	2,7,14,2,7
77255	35467	2
77258	8154	14
77259	27957	2
77260	57024	2
11726	52588,39669,76018,52588,39669	14,0,2,14,0
77263	73403,34978,73403	2,14,2
77264	76828,51007,6142,3371,72127,55497,42147,44941	23,23,23,23,23,23,23,23
11729	44560	2
77266	26501,65078,26501	14,2,14
77267	17461,12148,17461	14,2,14
77268	27112,32143,69795,45726,50183,28692,39410,70147	23,23,23,23,23,23,23,23
77270	67446	2
11735	52349,24152,52349	14,2,14
11737	77393	2
77274	23141	2
77275	19529,1831	23,23
11740	34978,34618	14,2
77277	48604	2
11742	41841,15186	2,14
67493	43797,26113,38564,5887,5726,25607,72035,30339	23,23,23,23,23,23,23,23
76770	67835	23
11746	43323,47509,43323	2,14,2
77283	27560	7
77284	50004	2
1958	358	2
77286	30641	2
77287	28387,47997,49066,66313,47638,75605,25018,40437	23,23,23,23,23,23,23,23
77288	53089,78256,40267,53089,78256	14,2,7,14,2
77289	69310,1947,69310	14,2,14
77290	42748	23
67495	42065	2
77292	71994	2
11757	52772,34311,4148,28864,17597,46329	23,23,23,23,23,23
11758	2566,37960,2566	2,14,2
11759	78819	23
77296	21443	2
77297	65352,22206	23,23
77299	27560,36516	7,14
77300	11667	2
77301	66408	14
11767	54836	2
11768	42666	2
77306	38646	2
11771	60430	14
11772	28427	2
11773	27095,56380,27095	2,0,2
26579	25739	14
77311	68727,50556,68727	14,2,14
77312	59619	2
77313	28338	2
77314	32994	2
11779	23042	2
77317	54271	14
6625	63601	2
77319	8916	2
77321	1965	2
11786	36499,61170	23,23
77323	77505,27560	2,7
77324	51610	2
11789	14503,65435,14503	14,2,14
11790	1691,6853,8175,1691,6853	14,2,6,14,2
77328	36341,77753,36341	14,2,14
11794	69310,38247,69310	14,2,14
11795	8478	14
77332	66346,42008,5244	23,23,23
11797	40267	7
77334	3734,42986,47547	23,23,23
11799	29803	2
11801	21254,78017,2759,69630,71222,39140,48271,3962,719,18931	23,23,23,23,23,23,23,23,23,23
77339	8930	23
77340	71825	2
11805	78330,21270,26919,43121	23,23,23,23
77342	57545	2
77343	68324	2
11808	24026,65996,70845,24026,65996	14,2,0,14,2
77345	47663	2
77346	59470,77219,30735,2926,52723,49656,29077,35559	23,23,23,23,23,23,23,23
11811	20391	2
11812	23949	14
77349	6492	2
11814	10642	14
77351	31581	2
77352	77405	2
11818	23826	2
77355	69310,51108,69310	14,2,14
77356	38663	2
11821	63483,59900	23,23
77358	25193,76757	7,2
77359	15023	2
11824	23188,5272,21420,27396	23,23,23,23
11825	33344,45988,33344	14,2,14
77362	2247,54001,1080,2247,54001	7,2,14,7,2
11827	27380,66768,27380	2,2,2
77364	45502	2
77365	68446	23
77366	66275	23
11833	20956	14
77371	51548,61236,9876,14376	1,1,1,1
77372	13521,25483,13521	2,14,2
77373	1498	2
77374	19579,64329,46633	23,23,23
77376	73085,34978,73085	2,14,2
77379	73495	2
77380	65651,75293,23645,66980,44467,4453,50779,37411,66673	23,23,23,23,23,23,23,23,23
77381	65585	2
11847	52840,48024,54846,52840,48024	14,7,2,14,7
77384	66986	2
11849	77010,40278,77010	2,14,2
77386	76018,33344,39669,76018,33344	2,14,0,2,14
77387	12038	2
11852	15186,68218,15186	14,2,14
11853	65295	2
11854	39006	2
11855	18010	2
11856	69200	2
77393	18414,37749,78387,30631,73317,51465,25540,77740,25403,78291	23,23,23,23,23,23,23,23,23,23
77394	26228,48500,26228	14,2,14
11860	17541	2
11861	72094	2
77398	1974,16429,57882,37654,53114,75007	23,23,23,23,23,23
